2018.6974674880219,36.8261,-98.4513,3.0
2018.6865160848733,36.489,-98.7253,3.5
2018.6837782340863,36.4603,-98.7576,4.0
2018.6563997262149,36.452,-98.807,3.4
2018.6125941136208,36.5158,-99.0066,3.0
2018.598904859685,36.8451,-97.6978,3.4
2018.593429158111,36.4561,-98.7891,3.0
2018.5852156057495,36.482,-97.7331,3.2
2018.577002053388,36.7774,-98.6821,3.2
2018.5660506502395,36.8475,-97.6964,3.3
2018.5660506502395,36.6324,-98.5139,3.1
2018.5633127994524,36.4462,-98.7791,3.3
2018.5414099931554,36.6572,-98.467,3.2
2018.5414099931554,36.6571,-98.4679,3.0
2018.5277207392196,36.4543,-98.7663,3.2
2018.5195071868584,36.848,-97.6983,3.1
2018.511293634497,36.9859,-97.4955,3.4
2018.4976043805614,36.7628,-98.0658,3.1
2018.47022587269,36.6684,-98.7615,3.0
2018.4401095140315,36.4909,-98.6218,3.1
2018.4346338124572,36.764,-98.062,4.4
2018.4209445585216,36.817,-97.6114,3.1
2018.4209445585216,36.6968,-97.6837,3.2
2018.3497604380561,36.5352,-98.9636,3.0
2018.325119780972,36.4609,-98.7946,3.2
2018.3141683778233,36.945,-97.6324,3.0
2018.3114305270362,36.9404,-97.6368,3.0
2018.3114305270362,36.947,-97.6251,3.0
2018.2977412731007,36.9394,-97.6233,3.1
2018.2977412731007,36.9424,-97.6323,3.0
2018.2977412731007,36.9451,-97.6185,3.6
2018.2950034223136,36.4506,-98.7849,3.6
2018.2238193018482,36.8455,-97.7005,3.0
2018.2238193018482,36.9938,-97.4917,3.2
2018.2238193018482,36.6963,-97.6853,3.3
2018.2238193018482,36.4849,-97.7577,3.1
2018.2128678986994,36.4534,-98.7699,3.4
2018.1854893908283,36.8425,-98.2396,3.0
2018.182751540041,36.4891,-97.7531,3.1
2018.182751540041,36.4509,-98.7673,3.6
2018.1745379876797,36.9111,-98.328,3.8
2018.1718001368924,36.4845,-97.7621,3.0
2018.1718001368924,36.4833,-97.7491,4.2
2018.1690622861054,36.478,-97.7411,4.2
2018.1498973305954,36.7557,-97.5248,3.0
2018.1471594798084,36.4519,-98.771,3.3
2018.1471594798084,36.913,-97.6509,3.6
2018.1252566735113,36.5336,-98.9685,3.7
2018.1252566735113,36.5355,-98.9648,3.4
2018.054072553046,36.459,-98.8168,3.0
2018.0047912388775,36.1603,-98.377,3.4
2017.9637234770705,36.5457,-98.9637,3.8
2017.952772073922,36.5118,-98.6412,3.1
2017.9390828199862,36.7016,-98.4297,3.5
2017.9390828199862,36.5034,-98.4645,3.3
2017.9253935660506,36.5837,-98.5266,3.0
2017.914442162902,36.6396,-99.1881,3.0
2017.8733744010951,36.3675,-98.1585,3.5
2017.870636550308,36.458,-98.7977,3.2
2017.8542094455852,36.8999,-97.5166,3.2
2017.848733744011,36.9172,-97.6473,3.2
2017.8377823408625,36.9108,-98.33,3.1
2017.8350444900752,36.9075,-98.3337,3.4
2017.8350444900752,36.9096,-98.3299,3.7
2017.8350444900752,36.3672,-98.1587,3.1
2017.8268309377138,36.5046,-98.4681,3.3
2017.8021902806297,36.9603,-97.7125,3.3
2017.7939767282683,36.9137,-97.6539,3.1
2017.7885010266941,36.3059,-98.1882,3.0
2017.7583846680357,36.4575,-98.8179,3.0
2017.7583846680357,36.4538,-98.7737,3.0
2017.7583846680357,36.4554,-98.7686,3.3
2017.7556468172484,36.4583,-98.7619,3.2
2017.7474332648871,36.4575,-98.7747,3.5
2017.7145790554414,36.4583,-98.7977,3.4
2017.7145790554414,36.4573,-98.7991,3.1
2017.7008898015058,36.7402,-98.3656,3.0
2017.6954140999314,36.7404,-98.368,3.0
2017.6872005475702,36.641,-97.7026,3.0
2017.684462696783,36.6996,-97.683,4.3
2017.6598220396988,36.9357,-97.8898,3.0
2017.6570841889118,36.6135,-98.4002,3.5
2017.6461327857633,36.3583,-98.2003,3.2
2017.6461327857633,36.3621,-98.1982,3.0
2017.6461327857633,36.9374,-97.885,3.1
2017.6160164271048,36.4583,-98.7745,3.0
2017.6105407255304,36.4571,-98.7807,3.0
2017.602327173169,36.2333,-98.4083,3.2
2017.5859000684463,36.4554,-98.7938,3.3
2017.5859000684463,36.4564,-98.795,3.2
2017.580424366872,36.5374,-98.9612,3.1
2017.580424366872,36.4562,-98.8023,3.1
2017.5557837097879,36.7494,-98.0416,3.3
2017.542094455852,36.6176,-98.4197,3.6
2017.539356605065,36.247,-98.4382,3.2
2017.5092402464065,36.7659,-97.7631,3.1
2017.495550992471,36.6789,-98.157,3.1
2017.4900752908966,36.533,-98.9667,3.5
2017.438056125941,36.4373,-98.7528,3.4
2017.435318275154,36.6087,-97.7451,3.1
2017.432580424367,36.871,-98.8188,3.1
2017.4298425735797,36.2274,-98.4308,3.2
2017.4298425735797,36.4584,-98.795,3.1
2017.416153319644,36.6987,-97.6707,3.1
2017.413415468857,36.4715,-98.7472,3.1
2017.413415468857,36.4569,-98.7903,3.5
2017.4106776180697,36.4562,-98.7973,3.1
2017.4106776180697,36.6999,-98.427,3.2
2017.4079397672826,36.4559,-98.8021,3.0
2017.4079397672826,36.4575,-98.7966,3.0
2017.4052019164956,36.2168,-98.9332,3.1
2017.39151266256,36.5319,-98.9705,3.1
2017.3778234086242,36.8677,-98.8225,3.2
2017.3696098562627,36.6998,-98.4305,3.7
